,Unnamed: 0,PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
457,457.0,458.0,1.0,1,"Kenyon, Mrs. Frederick R (Marion)",female,,1.0,0.0,17464,51.8625,D21,S
458,458.0,459.0,1.0,2,"Toomey, Miss. Ellen",female,50.0,0.0,0.0,F.C.C. 13531,10.5,,S
459,459.0,460.0,0.0,3,"O'Connor, Mr. Maurice",male,,0.0,0.0,371060,7.75,,Q
460,460.0,461.0,1.0,1,"Anderson, Mr. Harry",male,48.0,0.0,0.0,19952,26.55,E12,S
461,461.0,462.0,0.0,3,"Morley, Mr. William",male,34.0,0.0,0.0,364506,8.05,,S
462,462.0,463.0,0.0,1,"Gee, Mr. Arthur H",male,47.0,0.0,0.0,111320,38.5,E63,S
463,463.0,464.0,0.0,2,"Milling, Mr. Jacob Christian",male,48.0,0.0,0.0,234360,13.0,,S
464,464.0,465.0,0.0,3,"Maisner, Mr. Simon",male,,0.0,0.0,A/S 2816,8.05,,S
465,465.0,466.0,0.0,3,"Goncalves, Mr. Manuel Estanslas",male,38.0,0.0,0.0,SOTON/O.Q. 3101306,7.05,,S
466,466.0,467.0,0.0,2,"Campbell, Mr. William",male,,0.0,0.0,239853,0.0,,S
467,467.0,468.0,0.0,1,"Smart, Mr. John Montgomery",male,56.0,0.0,0.0,113792,26.55,,S
468,468.0,469.0,0.0,3,"Scanlan, Mr. James",male,,0.0,0.0,36209,7.725,,Q
469,469.0,470.0,1.0,3,"Baclini, Miss. Helene Barbara",female,0.75,2.0,1.0,2666,19.2583,,C
470,470.0,471.0,0.0,3,"Keefe, Mr. Arthur",male,,0.0,0.0,323592,7.25,,S
471,471.0,472.0,0.0,3,"Cacic, Mr. Luka",male,38.0,0.0,0.0,315089,8.6625,,S
472,472.0,473.0,1.0,2,"West, Mrs. Edwy Arthur (Ada Mary Worth)",female,33.0,1.0,2.0,C.A. 34651,27.75,,S
473,473.0,474.0,1.0,2,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",female,23.0,0.0,0.0,SC/AH Basle 541,13.7917,D,C
474,474.0,475.0,0.0,3,"Strandberg, Miss. Ida Sofia",female,22.0,0.0,0.0,7553,9.8375,,S
475,475.0,476.0,0.0,1,"Clifford, Mr. George Quincy",male,,0.0,0.0,110465,52.0,A14,S
476,476.0,477.0,0.0,2,"Renouf, Mr. Peter Henry",male,34.0,1.0,0.0,31027,21.0,,S
477,477.0,478.0,0.0,3,"Braund, Mr. Lewis Richard",male,29.0,1.0,0.0,3460,7.0458,,S
478,478.0,479.0,0.0,3,"Karlsson, Mr. Nils August",male,22.0,0.0,0.0,350060,7.5208,,S
479,479.0,480.0,1.0,3,"Hirvonen, Miss. Hildur E",female,2.0,0.0,1.0,3101298,12.2875,,S
480,480.0,481.0,0.0,3,"Goodwin, Master. Harold Victor",male,9.0,5.0,2.0,CA 2144,46.9,,S
481,481.0,482.0,0.0,2,"Frost, Mr. Anthony Wood ""Archie""",male,,0.0,0.0,239854,0.0,,S
482,482.0,483.0,0.0,3,"Rouse, Mr. Richard Henry",male,50.0,0.0,0.0,A/5 3594,8.05,,S
483,483.0,484.0,1.0,3,"Turkula, Mrs. (Hedwig)",female,63.0,0.0,0.0,4134,9.5875,,S
484,484.0,485.0,1.0,1,"Bishop, Mr. Dickinson H",male,25.0,1.0,0.0,11967,91.0792,B49,C
485,485.0,486.0,0.0,3,"Lefebre, Miss. Jeannie",female,,3.0,1.0,4133,25.4667,,S
486,486.0,487.0,1.0,1,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",female,35.0,1.0,0.0,19943,90.0,C93,S
487,487.0,488.0,0.0,1,"Kent, Mr. Edward Austin",male,58.0,0.0,0.0,11771,29.7,B37,C
488,488.0,489.0,0.0,3,"Somerton, Mr. Francis William",male,30.0,0.0,0.0,A.5. 18509,8.05,,S
489,489.0,490.0,1.0,3,"Coutts, Master. Eden Leslie ""Neville""",male,9.0,1.0,1.0,C.A. 37671,15.9,,S
490,490.0,491.0,0.0,?,"Hagland, Mr. Konrad Mathias Reiersen",male,,1.0,0.0,65304,19.9667,,S
491,491.0,492.0,0.0,3,"Windelov, Mr. Einar",male,21.0,0.0,0.0,SOTON/OQ 3101317,7.25,,S
492,492.0,493.0,0.0,1,"Molson, Mr. Harry Markland",male,55.0,0.0,0.0,113787,30.5,C30,S
493,493.0,494.0,0.0,1,"Artagaveytia, Mr. Ramon",male,71.0,0.0,0.0,PC 17609,49.5042,,C
494,494.0,495.0,0.0,3,"Stanley, Mr. Edward Roland",male,21.0,0.0,0.0,A/4 45380,8.05,,S
495,495.0,496.0,0.0,3,"Yousseff, Mr. Gerious",male,,0.0,0.0,2627,14.4583,,C
496,496.0,497.0,1.0,1,"Eustis, Miss. Elizabeth Mussey",female,54.0,1.0,0.0,36947,78.2667,D20,C
497,497.0,498.0,0.0,3,"Shellard, Mr. Frederick William",male,,0.0,0.0,C.A. 6212,15.1,,S
498,498.0,499.0,0.0,1,"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)",female,25.0,1.0,2.0,113781,151.55,C22 C26,S
499,499.0,500.0,0.0,3,"Svensson, Mr. Olof",male,24.0,0.0,0.0,350035,7.7958,,S
500,500.0,501.0,0.0,3,"Calic, Mr. Petar",male,17.0,0.0,0.0,315086,8.6625,,S
501,501.0,502.0,0.0,3,"Canavan, Miss. Mary",female,21.0,0.0,0.0,364846,7.75,,Q
502,502.0,503.0,0.0,3,"O'Sullivan, Miss. Bridget Mary",female,,0.0,0.0,330909,7.6292,,Q
503,503.0,504.0,0.0,3,"Laitinen, Miss. Kristina Sofia",female,37.0,0.0,0.0,4135,9.5875,,S
504,504.0,505.0,1.0,1,"Maioni, Miss. Roberta",female,16.0,0.0,0.0,110152,86.5,B79,S
505,505.0,506.0,0.0,1,"Penasco y Castellana, Mr. Victor de Satode",male,18.0,1.0,0.0,PC 17758,108.9,C65,C
506,506.0,507.0,1.0,2,"Quick, Mrs. Frederick Charles (Jane Richards)",female,33.0,0.0,2.0,26360,26.0,,S
507,507.0,508.0,1.0,1,"Bradley, Mr. George (""George Arthur Brayton"")",male,,0.0,0.0,111427,26.55,,S
508,508.0,509.0,0.0,3,"Olsen, Mr. Henry Margido",male,28.0,0.0,0.0,C 4001,22.525,,S
509,509.0,510.0,1.0,3,"Lang, Mr. Fang",male,26.0,0.0,0.0,1601,56.4958,,S
510,510.0,511.0,1.0,3,"Daly, Mr. Eugene Patrick",male,29.0,0.0,0.0,382651,7.75,,Q
511,511.0,512.0,0.0,3,"Webber, Mr. James",male,,0.0,0.0,SOTON/OQ 3101316,8.05,,S
512,512.0,513.0,1.0,?,"McGough, Mr. James Robert",male,36.0,0.0,0.0,PC 17473,26.2875,E25,S
513,513.0,514.0,1.0,1,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",female,54.0,1.0,0.0,PC 17603,59.4,,C
514,514.0,515.0,0.0,3,"Coleff, Mr. Satio",male,24.0,0.0,0.0,349209,7.4958,,S
515,515.0,516.0,0.0,1,"Walker, Mr. William Anderson",male,47.0,0.0,0.0,36967,34.0208,D46,S
516,516.0,517.0,1.0,?,"Lemore, Mrs. (Amelia Milley)",female,34.0,0.0,0.0,C.A. 34260,10.5,F33,S
517,517.0,518.0,0.0,3,"Ryan, Mr. Patrick",male,,0.0,0.0,371110,24.15,,Q
518,518.0,519.0,1.0,2,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",female,36.0,1.0,0.0,226875,26.0,,S
519,519.0,520.0,0.0,3,"Pavlovic, Mr. Stefo",male,32.0,0.0,0.0,349242,7.8958,,S
520,520.0,521.0,1.0,1,"Perreault, Miss. Anne",female,30.0,0.0,0.0,12749,93.5,B73,S
521,521.0,522.0,0.0,3,"Vovk, Mr. Janko",male,22.0,0.0,0.0,349252,7.8958,,S
522,522.0,523.0,0.0,3,"Lahoud, Mr. Sarkis",male,,0.0,0.0,2624,7.225,,C
523,523.0,524.0,1.0,1,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",female,44.0,0.0,1.0,111361,57.9792,B18,C
524,524.0,525.0,0.0,3,"Kassem, Mr. Fared",male,,0.0,0.0,2700,7.2292,,C
525,525.0,526.0,0.0,3,"Farrell, Mr. James",male,40.5,0.0,0.0,367232,7.75,,Q
526,526.0,527.0,1.0,2,"Ridsdale, Miss. Lucy",female,50.0,0.0,0.0,W./C. 14258,10.5,,S
527,527.0,528.0,0.0,1,"Farthing, Mr. John",male,,0.0,0.0,PC 17483,221.7792,C95,S
528,528.0,529.0,0.0,3,"Salonen, Mr. Johan Werner",male,39.0,0.0,0.0,3101296,7.925,,S
529,529.0,530.0,0.0,2,"Hocking, Mr. Richard George",male,23.0,2.0,1.0,29104,11.5,,S
530,530.0,531.0,1.0,2,"Quick, Miss. Phyllis May",female,2.0,1.0,1.0,26360,26.0,,S
531,531.0,532.0,0.0,3,"Toufik, Mr. Nakli",male,,0.0,0.0,2641,7.2292,,C
532,532.0,533.0,0.0,3,"Elias, Mr. Joseph Jr",male,17.0,1.0,1.0,2690,7.2292,,C
533,533.0,534.0,1.0,3,"Peter, Mrs. Catherine (Catherine Rizk)",female,,0.0,2.0,2668,22.3583,,C
534,534.0,535.0,0.0,3,"Cacic, Miss. Marija",female,30.0,0.0,0.0,315084,8.6625,,S
535,535.0,536.0,1.0,2,"Hart, Miss. Eva Miriam",female,7.0,0.0,2.0,F.C.C. 13529,26.25,,S
536,536.0,537.0,0.0,1,"Butt, Major. Archibald Willingham",male,45.0,0.0,0.0,113050,26.55,B38,S
537,537.0,538.0,1.0,1,"LeRoy, Miss. Bertha",female,30.0,0.0,0.0,PC 17761,106.425,,C
538,538.0,539.0,0.0,3,"Risien, Mr. Samuel Beard",male,,0.0,0.0,364498,14.5,,S
539,539.0,540.0,1.0,1,"Frolicher, Miss. Hedwig Margaritha",female,22.0,0.0,2.0,13568,49.5,B39,C
540,540.0,541.0,1.0,1,"Crosby, Miss. Harriet R",female,36.0,0.0,2.0,WE/P 5735,71.0,B22,S
541,541.0,542.0,0.0,3,"Andersson, Miss. Ingeborg Constanzia",female,9.0,4.0,2.0,347082,31.275,,S
542,542.0,543.0,0.0,3,"Andersson, Miss. Sigrid Elisabeth",female,11.0,4.0,2.0,347082,31.275,,S
543,543.0,544.0,1.0,2,"Beane, Mr. Edward",male,32.0,1.0,0.0,2908,26.0,,S
544,544.0,545.0,0.0,1,"Douglas, Mr. Walter Donald",male,50.0,1.0,0.0,PC 17761,106.425,C86,C
545,545.0,546.0,0.0,1,"Nicholson, Mr. Arthur Ernest",male,64.0,0.0,0.0,693,26.0,,S
546,546.0,547.0,1.0,2,"Beane, Mrs. Edward (Ethel Clarke)",female,19.0,1.0,0.0,2908,26.0,,S
547,547.0,548.0,1.0,2,"Padro y Manent, Mr. Julian",male,,0.0,0.0,SC/PARIS 2146,13.8625,,C
548,548.0,549.0,0.0,?,"Goldsmith, Mr. Frank John",male,33.0,1.0,1.0,363291,20.525,,S
549,549.0,550.0,1.0,?,"Davies, Master. John Morgan Jr",male,8.0,1.0,1.0,C.A. 33112,36.75,,S
550,550.0,551.0,1.0,1,"Thayer, Mr. John Borland Jr",male,17.0,0.0,2.0,17421,110.8833,C70,C
551,551.0,552.0,0.0,2,"Sharp, Mr. Percival James R",male,27.0,0.0,0.0,244358,26.0,,S
552,552.0,553.0,0.0,3,"O'Brien, Mr. Timothy",male,,0.0,0.0,330979,7.8292,,Q
553,553.0,554.0,1.0,3,"Leeni, Mr. Fahim (""Philip Zenni"")",male,22.0,0.0,0.0,2620,7.225,,C
554,554.0,555.0,1.0,3,"Ohman, Miss. Velin",female,22.0,0.0,0.0,347085,7.775,,S
555,555.0,556.0,0.0,1,"Wright, Mr. George",male,62.0,0.0,0.0,113807,26.55,,S
556,556.0,557.0,1.0,1,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",female,48.0,1.0,0.0,11755,39.6,A16,C
557,557.0,558.0,0.0,1,"Robbins, Mr. Victor",male,,0.0,0.0,PC 17757,227.525,,C
558,558.0,559.0,1.0,1,"Taussig, Mrs. Emil (Tillie Mandelbaum)",female,39.0,1.0,1.0,110413,79.65,E67,S
559,559.0,560.0,1.0,3,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",female,36.0,1.0,0.0,345572,17.4,,S
560,560.0,561.0,0.0,3,"Morrow, Mr. Thomas Rowan",male,,0.0,0.0,372622,7.75,,Q
561,561.0,562.0,0.0,3,"Sivic, Mr. Husein",male,40.0,0.0,0.0,349251,7.8958,,S
562,562.0,563.0,0.0,2,"Norman, Mr. Robert Douglas",male,28.0,0.0,0.0,218629,13.5,,S
563,563.0,564.0,0.0,3,"Simmons, Mr. John",male,,0.0,0.0,SOTON/OQ 392082,8.05,,S
564,564.0,565.0,0.0,3,"Meanwell, Miss. (Marion Ogden)",female,,0.0,0.0,SOTON/O.Q. 392087,8.05,,S
565,565.0,566.0,0.0,3,"Davies, Mr. Alfred J",male,24.0,2.0,0.0,A/4 48871,24.15,,S
566,566.0,567.0,0.0,3,"Stoytcheff, Mr. Ilia",male,19.0,0.0,0.0,349205,7.8958,,S
567,567.0,568.0,0.0,3,"Palsson, Mrs. Nils (Alma Cornelia Berglund)",female,29.0,0.0,4.0,349909,21.075,,S
568,568.0,569.0,0.0,3,"Doharr, Mr. Tannous",male,,0.0,0.0,2686,7.2292,,C
569,569.0,570.0,1.0,3,"Jonsson, Mr. Carl",male,32.0,0.0,0.0,350417,7.8542,,S
570,570.0,571.0,1.0,2,"Harris, Mr. George",male,62.0,0.0,0.0,S.W./PP 752,10.5,,S
571,571.0,572.0,1.0,1,"Appleton, Mrs. Edward Dale (Charlotte Lamson)",female,53.0,2.0,0.0,11769,51.4792,C101,S
572,572.0,573.0,1.0,1,"Flynn, Mr. John Irwin (""Irving"")",male,36.0,0.0,0.0,PC 17474,26.3875,E25,S
573,573.0,574.0,1.0,3,"Kelly, Miss. Mary",female,,0.0,0.0,14312,7.75,,Q
574,574.0,575.0,0.0,3,"Rush, Mr. Alfred George John",male,16.0,0.0,0.0,A/4. 20589,8.05,,S
575,575.0,576.0,0.0,3,"Patchett, Mr. George",male,19.0,0.0,0.0,358585,14.5,,S
576,576.0,577.0,1.0,2,"Garside, Miss. Ethel",female,34.0,0.0,0.0,243880,13.0,,S
577,577.0,578.0,1.0,?,"Silvey, Mrs. William Baird (Alice Munger)",female,39.0,1.0,0.0,13507,55.9,E44,S
578,578.0,579.0,0.0,3,"Caram, Mrs. Joseph (Maria Elias)",female,,1.0,0.0,2689,14.4583,,C
579,579.0,580.0,1.0,3,"Jussila, Mr. Eiriik",male,32.0,0.0,0.0,STON/O 2. 3101286,7.925,,S
580,580.0,581.0,1.0,2,"Christy, Miss. Julie Rachel",female,25.0,1.0,1.0,237789,30.0,,S
581,581.0,582.0,1.0,1,"Thayer, Mrs. John Borland (Marian Longstreth Morris)",female,39.0,1.0,1.0,17421,110.8833,C68,C
582,582.0,583.0,0.0,2,"Downton, Mr. William James",male,54.0,0.0,0.0,28403,26.0,,S
583,583.0,584.0,0.0,1,"Ross, Mr. John Hugo",male,36.0,0.0,0.0,13049,40.125,A10,C
584,584.0,585.0,0.0,3,"Paulner, Mr. Uscher",male,,0.0,0.0,3411,8.7125,,C
585,585.0,586.0,1.0,1,"Taussig, Miss. Ruth",female,18.0,0.0,2.0,110413,79.65,E68,S
586,586.0,587.0,0.0,2,"Jarvis, Mr. John Denzil",male,47.0,0.0,0.0,237565,15.0,,S
587,587.0,588.0,1.0,1,"Frolicher-Stehli, Mr. Maxmillian",male,60.0,1.0,1.0,13567,79.2,B41,C
588,588.0,589.0,0.0,3,"Gilinski, Mr. Eliezer",male,22.0,0.0,0.0,14973,8.05,,S
589,589.0,590.0,0.0,3,"Murdlin, Mr. Joseph",male,,0.0,0.0,A./5. 3235,8.05,,S
590,590.0,591.0,0.0,3,"Rintamaki, Mr. Matti",male,35.0,0.0,0.0,STON/O 2. 3101273,7.125,,S
591,591.0,592.0,1.0,1,"Stephenson, Mrs. Walter Bertram (Martha Eustis)",female,52.0,1.0,0.0,36947,78.2667,D20,C
592,592.0,593.0,0.0,3,"Elsbury, Mr. William James",male,47.0,0.0,0.0,A/5 3902,7.25,,S
593,593.0,594.0,0.0,3,"Bourke, Miss. Mary",female,,0.0,2.0,364848,7.75,,Q
594,594.0,595.0,0.0,2,"Chapman, Mr. John Henry",male,37.0,1.0,0.0,SC/AH 29037,26.0,,S
595,595.0,596.0,0.0,3,"Van Impe, Mr. Jean Baptiste",male,36.0,1.0,1.0,345773,24.15,,S
596,596.0,597.0,1.0,2,"Leitch, Miss. Jessie Wills",female,,0.0,0.0,248727,33.0,,S
597,597.0,598.0,0.0,3,"Johnson, Mr. Alfred",male,49.0,0.0,0.0,LINE,0.0,,S
598,598.0,599.0,0.0,3,"Boulos, Mr. Hanna",male,,0.0,0.0,2664,7.225,,C
599,599.0,600.0,1.0,1,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")",male,49.0,1.0,0.0,PC 17485,56.9292,A20,C
600,600.0,601.0,1.0,2,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",female,24.0,2.0,1.0,243847,27.0,,S
601,601.0,602.0,0.0,3,"Slabenoff, Mr. Petco",male,,0.0,0.0,349214,7.8958,,S
602,602.0,603.0,0.0,1,"Harrington, Mr. Charles H",male,,0.0,0.0,113796,42.4,,S
603,603.0,604.0,0.0,3,"Torber, Mr. Ernst William",male,44.0,0.0,0.0,364511,8.05,,S
604,604.0,605.0,1.0,1,"Homer, Mr. Harry (""Mr E Haven"")",male,35.0,0.0,0.0,111426,26.55,,C
605,605.0,606.0,0.0,3,"Lindell, Mr. Edvard Bengtsson",male,36.0,1.0,0.0,349910,15.55,,S
606,606.0,607.0,0.0,3,"Karaic, Mr. Milan",male,30.0,0.0,0.0,349246,7.8958,,S
607,607.0,608.0,1.0,1,"Daniel, Mr. Robert Williams",male,27.0,0.0,0.0,113804,30.5,,S
608,608.0,609.0,1.0,2,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",female,22.0,1.0,2.0,SC/Paris 2123,41.5792,,C
609,609.0,610.0,1.0,1,"Shutes, Miss. Elizabeth W",female,40.0,0.0,0.0,PC 17582,153.4625,C125,S
610,610.0,611.0,0.0,3,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",female,39.0,1.0,5.0,347082,31.275,,S
611,611.0,612.0,0.0,3,"Jardin, Mr. Jose Neto",male,,0.0,0.0,SOTON/O.Q. 3101305,7.05,,S
612,612.0,613.0,1.0,3,"Murphy, Miss. Margaret Jane",female,,1.0,0.0,367230,15.5,,Q
613,613.0,614.0,0.0,3,"Horgan, Mr. John",male,,0.0,0.0,370377,7.75,,Q
614,614.0,615.0,0.0,3,"Brocklebank, Mr. William Alfred",male,35.0,0.0,0.0,364512,8.05,,S
615,615.0,616.0,1.0,2,"Herman, Miss. Alice",female,24.0,1.0,2.0,220845,65.0,,S
616,616.0,617.0,0.0,3,"Danbom, Mr. Ernst Gilbert",male,34.0,1.0,1.0,347080,14.4,,S
617,617.0,618.0,0.0,3,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",female,26.0,1.0,0.0,A/5. 3336,16.1,,S
618,618.0,619.0,1.0,2,"Becker, Miss. Marion Louise",female,4.0,2.0,1.0,230136,39.0,F4,S
619,619.0,620.0,0.0,2,"Gavey, Mr. Lawrence",male,26.0,0.0,0.0,31028,10.5,,S
620,620.0,621.0,0.0,3,"Yasbeck, Mr. Antoni",male,27.0,1.0,0.0,2659,14.4542,,C
621,621.0,622.0,1.0,1,"Kimball, Mr. Edwin Nelson Jr",male,42.0,1.0,0.0,11753,52.5542,D19,S
622,622.0,623.0,1.0,3,"Nakid, Mr. Sahid",male,20.0,1.0,1.0,2653,15.7417,,C
623,623.0,624.0,0.0,3,"Hansen, Mr. Henry Damsgaard",male,21.0,0.0,0.0,350029,7.8542,,S
624,624.0,625.0,0.0,3,"Bowen, Mr. David John ""Dai""",male,21.0,0.0,0.0,54636,16.1,,S
625,625.0,626.0,0.0,1,"Sutton, Mr. Frederick",male,61.0,0.0,0.0,36963,32.3208,D50,S
626,626.0,627.0,0.0,2,"Kirkland, Rev. Charles Leonard",male,57.0,0.0,0.0,219533,12.35,,Q
627,627.0,628.0,1.0,1,"Longley, Miss. Gretchen Fiske",female,21.0,0.0,0.0,13502,77.9583,D9,S
628,628.0,629.0,0.0,3,"Bostandyeff, Mr. Guentcho",male,26.0,0.0,0.0,349224,7.8958,,S
629,629.0,630.0,0.0,3,"O'Connell, Mr. Patrick D",male,,0.0,0.0,334912,7.7333,,Q
630,630.0,631.0,1.0,1,"Barkworth, Mr. Algernon Henry Wilson",male,80.0,0.0,0.0,27042,30.0,A23,S
631,631.0,632.0,0.0,3,"Lundahl, Mr. Johan Svensson",male,51.0,0.0,0.0,347743,7.0542,,S
632,632.0,633.0,1.0,?,"Stahelin-Maeglin, Dr. Max",male,32.0,0.0,0.0,13214,30.5,B50,C
633,633.0,634.0,0.0,1,"Parr, Mr. William Henry Marsh",male,,0.0,0.0,112052,0.0,,S
634,634.0,635.0,0.0,3,"Skoog, Miss. Mabel",female,9.0,3.0,2.0,347088,27.9,,S
635,635.0,636.0,1.0,2,"Davis, Miss. Mary",female,28.0,0.0,0.0,237668,13.0,,S
636,636.0,637.0,0.0,3,"Leinonen, Mr. Antti Gustaf",male,32.0,0.0,0.0,STON/O 2. 3101292,7.925,,S
637,637.0,638.0,0.0,2,"Collyer, Mr. Harvey",male,31.0,1.0,1.0,C.A. 31921,26.25,,S
638,638.0,639.0,0.0,3,"Panula, Mrs. Juha (Maria Emilia Ojala)",female,41.0,0.0,5.0,3101295,39.6875,,S
639,639.0,640.0,0.0,3,"Thorneycroft, Mr. Percival",male,,1.0,0.0,376564,16.1,,S
640,640.0,641.0,0.0,3,"Jensen, Mr. Hans Peder",male,20.0,0.0,0.0,350050,7.8542,,S
641,641.0,642.0,1.0,1,"Sagesser, Mlle. Emma",female,24.0,0.0,0.0,PC 17477,69.3,B35,C
642,642.0,643.0,0.0,3,"Skoog, Miss. Margit Elizabeth",female,2.0,3.0,2.0,347088,27.9,,S
643,643.0,644.0,1.0,3,"Foo, Mr. Choong",male,,0.0,0.0,1601,56.4958,,S
644,644.0,645.0,1.0,3,"Baclini, Miss. Eugenie",female,0.75,2.0,1.0,2666,19.2583,,C
645,645.0,646.0,1.0,1,"Harper, Mr. Henry Sleeper",male,48.0,1.0,0.0,PC 17572,76.7292,D33,C
646,646.0,647.0,0.0,3,"Cor, Mr. Liudevit",male,19.0,0.0,0.0,349231,7.8958,,S
647,647.0,648.0,1.0,?,"Simonius-Blumer, Col. Oberst Alfons",male,56.0,0.0,0.0,13213,35.5,A26,C
648,648.0,649.0,0.0,3,"Willey, Mr. Edward",male,,0.0,0.0,S.O./P.P. 751,7.55,,S
649,649.0,650.0,1.0,3,"Stanley, Miss. Amy Zillah Elsie",female,23.0,0.0,0.0,CA. 2314,7.55,,S
650,650.0,651.0,0.0,3,"Mitkoff, Mr. Mito",male,,0.0,0.0,349221,7.8958,,S
651,651.0,652.0,1.0,2,"Doling, Miss. Elsie",female,18.0,0.0,1.0,231919,23.0,,S
652,652.0,653.0,0.0,3,"Kalvik, Mr. Johannes Halvorsen",male,21.0,0.0,0.0,8475,8.4333,,S
653,653.0,654.0,1.0,3,"O'Leary, Miss. Hanora ""Norah""",female,,0.0,0.0,330919,7.8292,,Q
654,654.0,655.0,0.0,3,"Hegarty, Miss. Hanora ""Nora""",female,18.0,0.0,0.0,365226,6.75,,Q
655,655.0,656.0,0.0,2,"Hickman, Mr. Leonard Mark",male,24.0,2.0,0.0,S.O.C. 14879,73.5,,S
656,656.0,657.0,0.0,3,"Radeff, Mr. Alexander",male,,0.0,0.0,349223,7.8958,,S
657,657.0,658.0,0.0,3,"Bourke, Mrs. John (Catherine)",female,32.0,1.0,1.0,364849,15.5,,Q
658,658.0,659.0,0.0,2,"Eitemiller, Mr. George Floyd",male,23.0,0.0,0.0,29751,13.0,,S
659,659.0,660.0,0.0,1,"Newell, Mr. Arthur Webster",male,58.0,0.0,2.0,35273,113.275,D48,C
660,660.0,661.0,1.0,1,"Frauenthal, Dr. Henry William",male,50.0,2.0,0.0,PC 17611,133.65,,S
661,661.0,662.0,0.0,3,"Badt, Mr. Mohamed",male,40.0,0.0,0.0,2623,7.225,,C
662,662.0,663.0,0.0,1,"Colley, Mr. Edward Pomeroy",male,47.0,0.0,0.0,5727,25.5875,E58,S
663,663.0,664.0,0.0,3,"Coleff, Mr. Peju",male,36.0,0.0,0.0,349210,7.4958,,S
664,664.0,665.0,1.0,3,"Lindqvist, Mr. Eino William",male,20.0,1.0,0.0,STON/O 2. 3101285,7.925,,S
665,665.0,666.0,0.0,2,"Hickman, Mr. Lewis",male,32.0,2.0,0.0,S.O.C. 14879,73.5,,S
666,666.0,667.0,0.0,2,"Butler, Mr. Reginald Fenton",male,25.0,0.0,0.0,234686,13.0,,S
667,667.0,668.0,0.0,3,"Rommetvedt, Mr. Knud Paust",male,,0.0,0.0,312993,7.775,,S
668,668.0,669.0,0.0,3,"Cook, Mr. Jacob",male,43.0,0.0,0.0,A/5 3536,8.05,,S
669,669.0,670.0,1.0,1,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)",female,,1.0,0.0,19996,52.0,C126,S
670,670.0,671.0,1.0,2,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)",female,40.0,1.0,1.0,29750,39.0,,S
671,671.0,672.0,0.0,1,"Davidson, Mr. Thornton",male,31.0,1.0,0.0,F.C. 12750,52.0,B71,S
672,672.0,673.0,0.0,2,"Mitchell, Mr. Henry Michael",male,70.0,0.0,0.0,C.A. 24580,10.5,,S
673,673.0,674.0,1.0,2,"Wilhelms, Mr. Charles",male,31.0,0.0,0.0,244270,13.0,,S
674,674.0,675.0,0.0,?,"Watson, Mr. Ennis Hastings",male,,0.0,0.0,239856,0.0,,S
675,675.0,676.0,0.0,3,"Edvardsson, Mr. Gustaf Hjalmar",male,18.0,0.0,0.0,349912,7.775,,S
676,676.0,677.0,0.0,3,"Sawyer, Mr. Frederick Charles",male,24.5,0.0,0.0,342826,8.05,,S
677,677.0,678.0,1.0,3,"Turja, Miss. Anna Sofia",female,18.0,0.0,0.0,4138,9.8417,,S
678,678.0,679.0,0.0,3,"Goodwin, Mrs. Frederick (Augusta Tyler)",female,43.0,1.0,6.0,CA 2144,46.9,,S
679,679.0,680.0,1.0,1,"Cardeza, Mr. Thomas Drake Martinez",male,36.0,0.0,1.0,PC 17755,512.3292,B51 B53 B55,C
680,680.0,681.0,0.0,3,"Peters, Miss. Katie",female,,0.0,0.0,330935,8.1375,,Q
681,681.0,682.0,1.0,1,"Hassab, Mr. Hammad",male,27.0,0.0,0.0,PC 17572,76.7292,D49,C
682,682.0,683.0,0.0,3,"Olsvigen, Mr. Thor Anderson",male,20.0,0.0,0.0,6563,9.225,,S
683,683.0,684.0,0.0,3,"Goodwin, Mr. Charles Edward",male,14.0,5.0,2.0,CA 2144,46.9,,S
684,684.0,685.0,0.0,2,"Brown, Mr. Thomas William Solomon",male,60.0,1.0,1.0,29750,39.0,,S
685,685.0,686.0,0.0,2,"Laroche, Mr. Joseph Philippe Lemercier",male,25.0,1.0,2.0,SC/Paris 2123,41.5792,,C
686,686.0,687.0,0.0,3,"Panula, Mr. Jaako Arnold",male,14.0,4.0,1.0,3101295,39.6875,,S
687,687.0,688.0,0.0,3,"Dakic, Mr. Branko",male,19.0,0.0,0.0,349228,10.1708,,S
